Gene	C3N_01408	C3N_02088	C3N_03076	C3N_01489	C3N_02928	C3N_03057	C3N_00560	C3N_02150	C3N_00551	C3N_02089	C3N_03054	C3N_01028	C3N_01016	C3N_02153	C3N_00556	C3N_04127	C3N_00578	C3N_01023	C3N_00545	C3N_02421	C3N_00180	C3N_02425	C3N_00546	C3N_00580	C3N_02424	C3N_02572	C3N_00167	C3N_02155	C3N_00555	C3N_01415	C3N_00547	C3N_02090	C3N_01017	C3N_02142	C3N_01019	C3N_01410	C3N_00169	C3N_03073
LAPTM4B	13.0978843619674	13.0448945981858	13.0446229848222	13.2819781545599	12.2862336366812	14.050477533472	14.2609544998341	13.5016754376608	13.0528235817419	13.9726883298629	11.6514969567423	12.3141730650785	13.8257694110726	12.6084472046011	11.4895843445596	13.491424629672	12.7269500782192	12.4747235569414	12.3856045885301	13.6531661184822	13.1383179567769	12.4359684154723	11.8633112513998	13.0558015951978	12.3494999476581	12.4195321780034	12.6495021238167	13.2524076167193	13.0216375290495	14.0057731638924	14.1366867246835	12.4135954868851	12.2898530317082	12.9830747578271	12.5004381585477	13.2133853531537	12.5996466066737	12.5958967936417
UBE2W	10.7787432932264	11.4586608884048	11.2462222067638	10.7747947294818	10.8753856249936	11.3911405065981	11.3299851663092	11.3325652610803	11.0058794885145	11.3537797213592	11.0150596569943	10.5445072596414	11.8369755652524	11.220612925085	11.7086274864731	11.4123500906341	11.4800278840155	11.0939115996435	10.3630254434978	11.2326347181955	10.5646818631763	10.1771103515654	11.674641220403	11.1737655268144	11.3659344177113	10.806613961698	10.4353284439202	11.1291467174441	10.4497318840787	11.4462836918636	10.9815320872127	11.111783577644	10.7585903083097	10.9032903670211	11.6778998530896	12.0920444494831	11.0276969764134	11.4210281079767
POP1	9.21289053259952	9.11760183118778	10.88547110511	8.91902580192018	9.05761216240737	9.48666012836895	9.44484521837758	9.71544959270926	10.2595345095891	10.1246608636636	8.89195260571955	10.1523372298435	9.88342110154944	9.4198723483613	10.0826767918248	10.2343865059126	9.34534346269623	9.50503838972834	9.45906879628185	9.36709053302648	9.24533278475459	10.1169716865504	9.61179964973238	10.3572684381048	10.0622718833878	9.2094954314652	9.13218328368314	9.34482128725295	9.65801016817668	9.48421140647669	9.55647623335923	9.42178055437408	10.0503957224776	9.88628609303526	9.65118748116002	9.56651304383002	9.51514960496789	9.30382285800778
NIPAL2	10.4629858386302	11.4788000289614	10.2414419770411	10.7377153576459	10.89221951268	10.6794351821841	10.1279984347519	11.0256970177466	10.0851612769688	11.0018685837959	11.1528492707935	10.2890432066888	10.9203630868707	11.7505598377501	10.6074637199828	11.7433117225697	11.5470193476928	10.4514928699679	10.454669124074	10.9605211822815	11.2368733770286	11.410630108369	10.7961698155116	10.7798338579827	10.2712005813993	11.0783640351217	10.8354647217711	10.7084515317624	10.522300753906	11.2782753611078	11.1137069889062	11.250976695872	10.9884282076824	10.6712262593762	10.7418763536881	10.7254154114741	10.1781293838534	10.9380846005839
IKBKB	12.7466429331593	13.3427335142858	12.9378732274807	11.6017699573452	12.5983719206324	11.4027054536694	11.565381046269	11.9773338281923	11.6462394921721	11.2299239218074	13.0900220930581	12.1354133011515	12.3273180345221	12.8978234233375	11.9292014533225	12.5439058872107	12.2509421261373	11.6876907619938	11.9271032965246	13.5969430970877	11.8636698105016	12.436842321967	12.4807495908542	12.9417590954409	12.2619639579869	12.3458480818289	13.7788078282666	11.5267540069831	12.6669122872008	12.7527950740187	13.8978989568679	12.2020546469456	11.7470907263413	12.2414829719158	11.8110177161931	12.3846637856505	11.5250141092664	11.8356742114005
PLAT	14.1187478193826	15.4404905965502	12.1630830261307	10.9335351392075	13.2169645086694	10.2417053604215	10.0964785802142	9.79777417908557	11.8214314172333	9.42055176570668	14.9705837283611	11.5510946201786	11.5399972931255	11.3953019733339	13.1149898119436	12.8068765805393	13.9703839066957	9.71916448190425	13.2870997332698	16.3794809032876	10.6133056762929	14.0520798605804	10.4059662904758	12.4340319835662	11.7869376580308	13.2143679409675	12.0228015093988	10.7590020270702	10.8134797418145	14.9046674174785	10.9212158434789	11.4735935908324	10.3769612211078	11.3120267304404	10.8532540927405	10.726269854345	11.1837496822377	9.97258396527126
JPH1	8.22095747807887	8.82941401323026	8.81216560716667	9.17894813651392	8.09637581135898	9.55544946250565	8.35238541551126	9.02604858082023	10.4662922795403	9.51687663882522	8.71676729106083	10.4576577929141	8.14886295211931	7.72954319323783	8.00897500702133	10.3522309588986	8.13962791383955	7.9965922582953	9.8993449692499	9.64122773190842	7.74546621702067	8.84859404231471	9.22788514690137	9.92455287007144	7.35245734975239	8.99996658858242	8.78910739984722	8.87329480918147	9.40431714352549	9.62927220731696	8.41830239962499	9.34112968574622	9.63987929282326	9.12794859440434	9.83327378645951	7.9393598025177	8.55835616062809	9.70919947331392
DKK4	6.67689088600347	6.82639381260172	6.85807831695067	6.43337965278762	6.78559547447646	6.5945493590489	6.57710076535255	6.64595841497947	6.58159591959292	6.59302537738812	6.78735936927399	7.09350304673737	6.43337965278762	7.37046216736673	6.75243436307677	7.03719522148145	6.64768654018566	6.43337965278762	6.67467166378413	6.59402649322765	6.66102747649081	6.71724476604696	6.58511550312086	6.58779140920391	6.43337965278762	6.84015830522243	7.69189127235023	6.57641417530578	7.2159450325555	6.85358009467378	6.98759043971324	6.73768244804049	6.8296598080128	6.89129231819667	6.58370434149979	6.43337965278762	6.43337965278762	6.70948611970025
STK3	10.4868416648859	11.2958226837316	11.8894145727874	11.1051332694326	10.8941870647864	11.8576806006808	11.2649667522531	11.3668943428928	11.2764796793486	12.0713714103457	11.2322420662296	10.582659712857	12.1183456225091	11.3263564262914	11.6685325264988	11.7209621709188	11.6070590228978	11.0433151623699	11.0905628998623	11.4358862614491	10.8547495914155	11.7761477271806	11.6567818028316	11.7221471611313	11.7655376038444	10.950707727635	10.701964582706	11.1808579804053	11.43834715337	11.3586505695596	11.7135865687635	10.9847530930194	11.0426324580238	11.1936783033453	11.4286835330536	11.8843003282848	10.9808268132126	11.6441739473359
GDAP1	10.0266529273699	10.0788536245145	9.20267314880165	9.05213487175639	9.56669647376833	10.2609717683187	11.743282979662	10.0493809876411	10.6303534358092	9.50625828483188	9.8150847995982	11.0808850644413	9.25732499525676	9.02254947299552	8.81924512974416	11.1071805381783	10.5100869582448	9.79614073390151	9.24118442936306	9.79527080735488	11.9345623880983	9.97401865281886	10.284482789033	9.25867188755964	8.5816133683731	9.4993475598467	9.12189687403198	11.2127759676794	10.2255495991015	9.57903998549784	9.57143723990806	10.740839168076	10.4376174775414	9.28834566440139	9.04118680131317	8.49689168858972	9.26607939406954	10.5623127243546
RAB2A	10.9499582492171	12.4711513122744	12.3952717974976	11.839318507676	11.6428066877874	12.2618844371549	12.7867780248922	12.3665380395397	12.4080243220367	12.4976166727588	11.8526740984823	11.7442675004964	12.2405649699034	12.6619768614982	12.4193082285685	12.6833037182249	12.3503865334749	12.1849140363408	11.840100664274	11.8970252361753	11.8607435316844	11.8932951670834	12.8402455206609	12.4184426679758	12.2904603020285	11.869864930891	11.7192448914367	11.7395006482936	11.9481077410741	13.0141521826946	12.2948451429547	12.2816745518148	11.6063164421246	12.1797024781445	12.5453400592041	13.571291564154	12.1799844527989	11.5216655120516
EIF3E	12.6976285895146	13.2541389397222	14.4364486332079	13.6613841659379	13.0431429459825	13.9833906779869	13.4621289453015	14.1756589329479	13.3454813869141	14.7411935731552	13.5760977635779	13.6213085808234	13.6929911438776	13.836712655792	13.5246717564154	13.8229027257458	13.5149968875623	13.3172636127956	13.3808706111954	13.9914077970684	12.8760296749471	13.4602821589365	14.0504450107685	14.8660457464807	13.6174887874017	13.1608908588262	12.6874511487188	13.2514015971071	13.8602462614832	13.3309680046207	13.5963291756183	12.8607012146684	13.4619330364476	13.2836191568039	13.9081849572153	13.8056504730545	12.7034089307629	13.3811810594066
EMC2	10.5309807294345	11.2260293891304	11.6747037093252	10.8013318303127	10.9069108944684	11.7059179884184	10.6195865640147	11.3493119248883	11.3235481465233	11.332578261716	11.1647449648948	10.9382461594633	11.7869253460919	11.4174029646932	10.953493573203	11.5697032501314	11.170342011362	11.1310513803636	11.102555232017	11.2537300389895	10.8888550266603	11.3788226099104	11.4755519376287	11.7952143614702	11.0513823503984	11.1359608571898	10.4643385034121	10.7055084422935	11.1222110214829	11.2274699328415	11.7749755439891	11.1521586850139	11.1515362786868	11.1791641995249	11.510450347918	11.5946146472615	10.9155031850939	10.9333982590189
ESRP1	11.5795689260308	11.7315751505708	12.7831736257201	12.150778732584	11.6995246829589	12.8483538485205	12.5285264659945	12.0852315602144	12.5443936008114	12.564252825201	10.9818128770536	12.0870317781639	12.8420728119434	12.6238527135683	12.0337073422333	12.6487111137636	12.3778424886611	11.92160282638	11.5078619300052	12.0650687820517	12.3401065193863	12.2667324745488	12.6520681555083	12.4915320939168	12.0523789674301	11.5176396138113	11.7706348569053	12.5558082883883	12.8244686531574	12.5701702439402	12.8154952989707	11.873197368454	12.4182324081208	12.2736844220122	12.7050641650519	13.1292161696784	11.7804872353676	12.2204186063263
CCN4	9.95076445035445	10.4218331419999	10.9406103072474	10.8461987841731	10.5378265776228	10.1104136482089	10.1066861856973	10.6221408918936	9.86521410402103	10.0855670414468	9.81846174045637	10.5305599348747	10.3178447525873	9.39129343450545	11.296943897127	11.4331288130162	10.3966463055488	10.4356392057928	10.5062419136753	10.4322890010089	10.2190811840207	9.30659560694537	9.92885475347703	9.74117924031116	10.6195236871527	9.9676472737522	9.45601644496167	9.34674027946711	10.8589615586648	10.4913505576614	10.9018357778329	10.6655012304096	10.2421105794385	10.3952816584711	10.1285570588528	10.8892100989654	10.0664924486572	9.52215829939942
NDRG1	14.1169452499265	13.3003282268486	14.5805602177436	14.6167412765414	14.3603382774883	12.3764979859532	14.4148769993776	13.8480025490208	15.2275967836438	14.777944535599	12.6276235481121	15.9170936682648	14.3320566508302	13.8954535443063	15.3713528053443	16.9272996412024	13.8803962349578	12.8344980239543	14.1647361940209	15.046707007157	15.8376857870626	16.1635970157096	15.2093814417383	14.8160195551383	15.0509850761682	14.8425342556145	14.0184346177725	13.9161013112018	15.7544459506979	13.7737183091125	14.1095444914303	13.9943406244692	14.0043692096843	15.2328901661116	16.1386341747351	14.9085345470123	14.1825059699873	13.1909853903102
ZC2HC1A	9.72528344964872	10.0437695687672	9.64388751778998	9.28491502948883	9.6036257839573	10.1384909060361	9.56248812056692	9.50295564546872	9.10336433961606	9.22109482910594	9.91934598679205	9.27389654352763	9.75635211323031	9.2796969591033	9.99719579016578	9.77185502019849	9.31701863127246	9.33089135277911	9.10168640652514	9.56880073674109	9.60326812094264	8.22946995263734	10.58169022041	9.68083785863409	9.54952423676897	9.97480084325732	9.63984455034845	9.80962710928015	8.82004110060303	9.25732133559824	8.95827771328968	9.8967628865039	9.12582153930344	9.57186319729198	10.1039939872789	10.250470827845	9.7495610908308	9.7238734924245
IL7	8.97598784317054	9.13254979287701	8.4027160245368	8.23119921068921	9.00627866845375	9.50417623138259	8.36454854937743	8.59480646865026	8.13146454395773	8.64767547215859	9.1702269659164	8.49079294145129	8.45963100507076	9.09850588397709	9.06317572531468	9.07616014062186	9.20950568690857	8.91149604818492	8.89421982935886	8.84262042659283	8.06543828728925	7.96832658998716	9.51570704564772	8.89561742358855	9.07662148017186	9.43180942034022	8.60543974166441	9.08818979475351	8.01134871038287	8.5180721052234	8.85812731081262	9.15430184626932	8.0429487715402	8.75365414948983	8.80508120827076	8.54268333166803	8.7911940797514	9.28398577633388
STMN2	6.60567016996648	7.46365454632043	7.3233782230452	7.24555375965421	8.7156058013616	7.39627465445663	6.72046684124767	6.73374070348191	6.7642216552926	7.1230291897349	7.24718652220033	6.87557801514257	7.27130862606731	6.88389928879519	7.29041448844883	6.79591337728848	6.77176403085768	7.22127001540589	7.69382038153224	7.09039348158194	8.18844787320371	6.59744532954148	6.69595245465253	6.86867746633782	6.94268619594293	7.29321059862778	7.79212725201066	6.75269341059329	9.21280884475579	6.98780159154345	7.23124787499563	7.21582302609583	6.8296598080128	7.92868925176139	6.6458749162675	6.84267437807103	6.98429318342374	6.82326184354864
ARMC1	9.7358710074546	11.0113145003597	11.5389989715714	10.6489042515521	10.5277091492011	11.062559126817	11.7810973012726	11.3674082359241	10.9469376979317	11.8327573903423	10.6276008015902	10.7475393043513	11.0192858444842	10.9858660042675	11.1637858695392	11.6853317873068	10.9514991999464	10.7930958477157	10.3114529896316	10.6431175989606	10.4610789868453	10.6258788705591	11.3854473069163	11.9156260801825	11.1546279388939	10.6659204013476	10.6069692781194	11.3127204682176	10.9751512150682	11.564524442185	10.5067928015053	10.7754840140676	10.499093811115	10.9215828195167	11.7517077495109	12.1414564495967	10.8420525768026	10.1881341501562
TRPS1	10.8948107122241	11.4561754024673	13.4180605769375	11.2326838669696	12.0366009083673	11.8206734363491	10.1335543613461	11.4415106531417	13.3350663723185	12.0288283637261	12.3000046019776	12.1951887091612	11.6225256820415	11.1841511683027	12.7859828883712	11.9355058177645	12.1802225763439	11.1736266629754	11.3350921641792	11.9179838294181	10.6162906012973	10.8138370678315	12.028133172463	11.9070850243379	11.6888241337671	11.6003740869074	10.4943357245721	12.5991620815816	10.6279865929604	11.5139272715063	11.4539993977963	12.6638766284515	11.4258034697741	11.5816334761053	11.6666828527592	10.9921890572837	12.0767471057773	10.9200366920222
SPAG1	9.53924691095967	10.7288636754844	8.64851924879805	9.64881619202325	9.68161415688701	10.4235939433448	10.0769957079141	8.57995538758501	10.5612034166327	11.638255457685	10.4774840256035	9.0950564517638	10.6261634017538	9.51364815708767	9.04662120164918	10.286267566255	10.4170320077122	9.17655435001751	10.2304277132128	10.2166769542487	9.28148141960306	9.28037378750944	10.9004615019181	10.1414343973633	10.734881958762	10.7538019644471	9.6846957297098	9.99555462172596	9.41400740759541	10.2425477549962	10.5360418816438	10.3665070977522	8.62814100885887	9.75600388921477	9.669816476294	9.83123429859618	10.459907067129	10.2142157514471
CHRAC1	9.41770278323238	9.58981582604105	9.43463799397963	9.72163391227913	9.26127726149308	9.26249307955038	10.3008024022296	9.65550865435982	9.81593473439284	10.9594374125272	9.32230372778366	9.67662514277601	9.67142379152848	9.84397118939833	9.91777906746717	9.88261104381219	9.55150703031624	9.47399503687017	9.61633674602942	9.72127467010488	9.46507689344573	10.0859234120741	10.3174661552532	9.85152861483234	9.72665351196795	9.68791597139715	9.36549160106046	10.0767015178175	9.73692348939066	9.88108875072924	10.0453123703044	9.37991446682256	9.69675050889557	9.61248757687763	10.3842761813113	9.98989186396236	9.71678859986363	9.56569726539129
NCALD	9.15977377084416	10.0799361947442	8.92946467559293	9.29760888245068	10.2998178796878	12.3679751794943	9.1348231940188	8.81525799786499	11.1240842753024	9.20000860472327	10.6976046527706	8.72519704973814	10.4977740286538	8.83203417061402	10.5248172130002	10.8367544120189	10.1569064252807	11.0945832902235	10.710481769526	9.64709848143224	11.4036483033255	8.46393464194546	8.87304494369274	9.41398183840366	9.16957058433296	10.3741795710028	10.1135023918604	8.23843800648271	10.6122896727526	10.8934835910006	10.278870751615	10.0632853763179	9.23695841688009	9.01520114086561	9.38550666783176	9.20548334415904	9.13467846333063	9.28148609787783
SNX16	8.40236831274405	8.90426290656488	9.32240407828769	8.49544476089655	8.59425674988984	9.23900764307848	8.82458753471976	8.71804562682602	8.99083023936289	9.81681102079033	8.99623033307205	8.44650117739173	8.91423844355707	9.43194373495636	8.87977057271791	9.32095590541937	9.20950568690857	8.70073425595993	8.41984728996582	8.550682310516	8.63977407954114	8.98975287940587	9.00091600986396	8.60944231270683	9.1028967771552	8.84210488677582	8.01803252998642	9.81513484524311	8.40750124475591	8.49869793049401	8.28337035849355	9.04234450455462	8.73274881983721	8.78388137551166	8.76353575449875	9.40739712071233	8.57541909615708	8.79411635535246
GML	6.43337965278762	6.43337965278762	6.43337965278762	6.43337965278762	6.68274230154934	6.85847689996641	6.86313066015683	6.43337965278762	6.58159591959292	6.43337965278762	6.82095189340287	6.43337965278762	6.43337965278762	6.43337965278762	6.78274497675947	6.66302733432132	6.43337965278762	6.65441062633278	6.60409817978621	6.59402649322765	6.59443438149357	6.66527887228329	6.64786787683384	6.70057429426609	6.60393211154558	6.43337965278762	6.6268477960359	6.57641417530578	6.5804228734944	6.43337965278762	6.43337965278762	6.5857424413154	6.66265070861385	6.64994561469843	6.73362293637748	6.58852307338279	6.61800926855915	6.59295183476448
UBR5	13.0373282383678	13.6016984952515	14.4410431894972	13.5382458367284	13.4025711425503	14.4854734359218	13.600770462889	13.8364611625116	13.8730437314791	14.1094542325922	13.7384642100806	13.6740861378924	14.6160208152102	13.37528294697	13.964835830733	14.5719742605508	13.8068086718506	13.8124932854395	13.8220270255544	13.8921927845844	13.8946422346033	14.1014053099718	13.8793362114263	14.2814851623737	14.0025075804525	13.5052921555657	13.0012368815437	14.4372138748747	14.3801426939126	13.8635607917895	14.1004531005393	13.5148217126552	13.6023968627268	13.6873971707304	14.0311204616569	13.7401803328406	13.6058638874719	13.6196747966834
GSDMD	11.164036936922	11.4669149936515	10.9950479897046	11.5743793431321	11.1657117009283	11.0166028112214	11.9339568752536	11.7413402749143	11.4822098821997	11.8519140787631	11.0511206027908	10.5970675247586	11.3884343871306	11.220612925085	11.4848877939908	11.9714442962449	11.5289284979707	11.639755515316	11.8199246382621	11.5885400508565	10.6033108099571	11.4034897027499	11.5608064954576	11.9299940554944	11.4687120406299	11.3457334762705	11.1515175618239	11.6021373624637	11.5925146584353	12.0399013835467	11.862667700401	11.2469680753249	10.773124518146	11.1687940585766	11.8974204587903	11.4616216478299	11.547067760306	11.0425824026334
GFUS	11.2932521085893	10.5597708962177	11.0539230436645	11.4548459277891	10.286360597065	9.55544946250565	11.0401948974494	11.6835222731311	11.0966367561384	12.3152655103161	9.79636630069697	10.7135793704578	10.9037886381959	11.1900007987569	11.118169080193	11.5144526841395	12.3050673103243	11.2186790680004	10.9248138627415	11.5347406361198	11.1667884316068	11.2407251752054	11.0874915175303	12.2211050747269	10.7410267280561	10.154233238259	10.6760488563006	11.8081919800466	11.0904091945091	10.9301869681244	11.635470972465	10.7546360704103	10.1033229444825	10.7634115804402	12.4586748048527	11.4020100665292	11.14312920189	9.86775731200999
PYCR3	9.32190035222463	8.92420069182104	10.1589022177076	9.87041377908339	8.8974120185308	8.62462437668029	9.82103490213264	10.5313019467718	10.2178979414895	10.6220679617916	8.63570570885105	9.41041698584575	9.48447247177172	9.31717402593199	9.68981277257983	9.64769755967912	9.43108233506027	9.73315903034709	9.35709742593178	9.70449980471312	9.43572582449903	10.7504378521498	9.96688461031884	10.9725415881306	10.1939601724286	9.29303310092833	9.44624285345112	9.82335649952907	10.0185796035283	10.2720684391835	10.1297211686875	9.2154378911478	9.58478422680746	10.1902744846797	10.4663722454129	9.65616421458003	9.86140682309084	9.09709115616148
EEF1D	11.0433414496852	11.2265157929546	11.8804170793817	12.4523073003305	11.3206587269487	10.9991738927685	11.8876202888174	11.8049129429586	11.8973257667863	13.1778494593523	11.2410071066201	11.6333585615415	12.393571264077	11.5290978939933	11.9354711463411	11.655197126295	11.2093322033723	11.949316650907	11.5487293763008	12.0982855672747	11.7557408553814	12.4080171624293	11.8714444291568	12.5088106147676	11.9664547793134	11.5800152255858	10.9104546298863	12.3073754577056	11.6509699754595	11.6023036751935	12.2697837675711	10.8597329364782	11.1403796905472	11.1712408252132	12.1909102180343	11.9264600225556	11.5528694393092	10.808419943969
ANXA13	6.85416129456534	6.97010149289544	6.88363928516993	6.75549434809296	6.68274230154934	6.82714514826727	7.00476016336716	6.5837634639661	7.0224058176057	7.17439414415094	6.70784536587881	7.22376656864005	7.15525234956601	6.58409524666012	7.06766926862614	7.5859182327969	6.93392178617507	6.58974850286847	6.85034420909941	7.00907221156402	6.7927660509397	6.92348187376244	6.73643375254647	6.84075504262555	7.04410311840764	6.94235088714348	6.73893747985201	10.8450679176114	7.08569084654991	6.85358009467378	8.24388213568485	6.91320250099675	6.71403104130606	6.8375945434091	6.80077150372291	7.06822614388454	6.77820441186933	6.43337965278762
SQLE	10.8901181016808	11.4306597352599	11.7790996017247	10.7504845843274	10.520073918002	10.3160324413185	11.1170402042748	10.4644901543604	11.5360309999059	11.6859200413269	10.6323755260255	11.8627910785802	12.8078687167498	11.2589585252779	10.3615493418814	12.4291611119089	10.7464899804766	11.2449276157474	10.1273363356991	11.6413721623677	10.904389569692	13.2651838501628	10.4090279492648	12.4654726881506	10.725615195576	10.6946668161845	10.4106960586352	11.7735546309754	11.5333384542369	10.4072322739403	12.1141451950689	10.295965687735	11.3636283439617	11.0294028474615	10.6168024565579	11.2036980851874	10.5337507037798	11.2274107723871
SH2D4A	10.9580508413717	11.4648558986798	8.57917276765724	10.0247991946417	11.2002912378095	9.7546537335049	10.433531828899	11.1438488798012	9.65852819262158	10.5604567765289	10.4954279504931	9.93431185404715	10.8663931127076	11.3993456518211	10.0270517327503	9.9422212718729	10.6248617841833	11.0647280450699	10.2608163949361	10.6235734326044	9.23482903877411	10.4667447875855	10.99769259766	10.6457858149797	10.2088572721221	10.7978119946831	10.4619433227505	11.2976763774619	10.3069924910128	9.7262545978098	10.8949905245628	10.6218716518936	10.7839294223302	10.0886249273658	10.9620678459698	11.3230018654293	10.5043859158057	10.5212029554718
INTS10	11.1531178516123	11.6454956481604	10.9343550152175	11.1044236456757	11.4351116132345	11.0756307316222	11.3007949182755	12.3340690253565	11.0344682043272	12.077752057081	11.6580528684135	11.5172299785819	11.5168560146863	11.9555702229385	10.951636227409	11.4256599297118	11.3852201231456	11.9261333182406	11.2398915576406	11.0162283318979	12.0317932146023	11.3993080537461	11.5256216264815	11.1756235513248	11.3385455002417	11.1962149875226	10.7127379724497	11.5074859917848	11.6063124497602	10.6992495843528	11.4473379439993	11.5036532296315	11.1438754282586	10.7978972574802	11.236872295178	12.1764994494222	10.9716746831923	11.1748091308799
ERI1	9.71675590878217	10.5827918665466	9.9941491069257	9.91509906969064	10.6139051940494	9.60289055688281	10.9464892137299	10.8645288820181	9.94417196228483	10.2982135221006	10.2134400792491	10.3527839937836	10.3356524758063	10.7108647552635	10.2386229231444	9.93409021870529	9.90957812137264	10.2797157567814	9.9375801620612	9.91976053702672	9.99202028927931	9.45433414899516	10.3822733706142	9.85620443267693	10.0753511353004	10.1056032110011	9.56226717031945	10.7084515317624	9.76879616202487	9.78993044432356	10.3277444114561	10.2076294232694	9.71394410801344	9.75271175393238	10.1248994743901	11.4636691210398	10.4736850666517	9.94943000554062
SLC39A14	10.8257118552108	10.9936978941851	11.8585911052912	11.3893942099552	11.2113726904797	10.1795966412739	11.7418364090829	11.7676517869511	11.4094326366831	12.0353996938318	10.530655233572	11.8424290963881	11.1504663677183	11.1729709163538	12.1600752811471	12.3621700158457	10.5549010669602	11.9362751540705	11.8585859400281	10.7676142614266	11.6756912996027	10.5832418731197	10.9269923655629	11.5414712075143	12.0077278398621	10.6632783020113	10.3515158491745	11.4646878458749	11.4071505206641	10.8899721169915	11.4809936734502	11.3773619888979	11.8270454658188	11.425994756622	11.1295332423749	12.2938544428026	10.7420783843713	10.2103337652712
MTMR9	9.88395647428175	10.7445904810186	10.4638098143718	10.1054245483576	10.6340790554717	9.93565038904847	9.9691588889053	10.6169538188882	9.96291162380597	9.95675918748897	10.5110762772988	10.5255456632924	10.4544603751728	10.6543614667271	10.3755036228542	10.3140190356855	10.0589110014656	10.3715197660281	10.3802501737673	10.1428913515617	10.740010706152	9.62153758836217	10.1133511486497	9.57288393398858	10.0883113731359	10.060639271189	9.72816523180199	10.725258155378	9.77926274994078	9.61559311565992	10.0399782936432	10.568620972396	10.1133898729829	10.3655931538926	10.1646259535591	11.4316014004531	10.1458188619413	10.2245163997253
LEPROTL1	10.5029380959271	11.4759401955163	10.8651497982442	10.7836950377268	10.5441138862064	10.4794238505107	10.9714217072983	11.272368254301	10.6995024435992	10.4073587584989	10.7859281274411	10.754407223842	10.7007637852416	10.754202068498	10.3062740487275	10.3276953013815	10.176201577421	10.8860989062294	10.519447735706	10.3357794009311	10.5014864017287	9.59007516184534	10.0079798718424	10.1222065016577	10.2236005011054	10.3687763157837	10.399054231209	10.4400721829017	10.124065741068	9.98273886955823	10.656699131516	10.6808885908686	10.2935503921073	10.3666641355731	10.525687646775	11.0982062120021	10.3343267788632	9.92113778048153
DCTN6	9.13405162972744	9.95562478757219	9.14976098852445	8.93885811740895	9.03949935829711	8.5952811379075	9.16605463245515	9.8461538281167	8.67710666704662	8.92121389452742	9.10998677568207	9.35419450976543	9.44853805455054	9.6741955732525	9.10484814728424	8.9099172693579	9.04014167489896	9.4141388814687	9.10168640652514	8.7220142459198	9.50689748846739	8.91929179875028	9.13551935353747	8.81898052932893	8.87315269609221	8.92938611145058	8.74620279035418	9.32158464833708	8.93961365611215	8.64963192613027	9.3973732820893	9.38415803253108	8.78954589229334	8.80692738903977	9.23555729519746	10.1493240752515	9.06787611138136	8.9492715020657
R3HCC1	9.51970742169539	10.1361663695205	9.4778975329119	9.51047415632805	10.2374590004019	9.09489222301493	9.96417104655781	10.4303711826232	9.92107923263233	10.1640514436402	9.6785342251118	9.88795923926405	9.94990164651707	10.4100915936886	9.56937458198197	9.82038581843189	9.70143966263963	10.2594238762978	9.93398274945534	9.57908573904355	10.5810737278057	9.89591160459657	9.9130643887175	9.72420026492829	9.97419510135529	9.90309252585905	9.62984020083037	10.2946536523998	9.63179628143363	9.44402018166922	10.1280475866656	9.79452162730502	9.30468686667283	9.43211347031769	10.0752128829795	10.5967372903406	9.62417233420146	9.40585720320234
GSR	11.2825587066764	12.3854161519362	10.5860712601649	12.0402322046358	11.5958882911432	10.903016217946	12.0698441529182	12.0385936048223	11.3696245009876	13.3053211462871	11.4733663479052	12.4005238377892	10.8773505176781	13.4682349248119	10.7180419416194	10.847126629357	11.4703370335224	11.405593291104	11.4762783222096	10.8226124980527	11.7833799735264	13.3967394179847	11.2518399201974	11.1110642781586	11.1205064678194	10.8621645590514	11.3091392423226	11.022744377387	11.4176246817429	11.0959714756294	11.6165981674399	11.7214332769748	12.9836541108291	10.855372038935	11.6882086664301	11.7903935291591	10.8598057162717	10.8504703692547
TNFRSF10A	10.1796780147354	10.5805063354611	9.26946304698294	9.99892562985366	10.6655478333824	9.47781929747344	9.27827581965992	11.5152347895821	9.69915374299807	10.3811310395109	9.76519184047122	9.89891101789767	10.4114747830135	11.3087258222459	10.0815398247053	9.61946351987499	10.5530615275671	11.2878342190654	10.6386332709546	9.53113873161252	10.3445926768115	9.93300762273017	10.7686706880237	10.2097986634261	10.379097560322	9.97622724735245	9.54713765781573	10.7801331918522	9.52533957679893	9.39260426301637	10.1446956552022	9.87599986140783	9.69097246391395	9.8847856156443	10.7505754833116	11.4152956855716	9.90936988694875	9.65085167544645
UBXN8	8.37390445692395	9.08720902364136	8.64851924879805	9.44154035932746	8.8009206533482	8.21846052153138	8.52361409738253	9.5750103238095	8.50070787237428	8.8612952513924	8.80020821179128	9.03277462682919	8.59039445013591	9.62093827977094	8.63547330462033	8.89967630181122	8.50144691757417	8.44086695070794	8.89421982935886	8.13686909487924	8.48346355797153	9.92130914236511	8.5029506702761	8.52599822287051	8.51264382804984	8.39857443087122	8.36995432851336	9.07658110748394	8.3055032375347	8.17062893109944	8.14644752696748	8.94392442334631	8.97292625743626	8.3877219257678	9.02255934845008	8.97483113138488	8.31649754087951	8.53858293339474
