GeneName	Module	kTotal	kWithin	kOut	kDiff
ENSG00000170484.10|KRT74|protein_coding	darkturquoise	411.531030352481	125.847961798233	285.683068554248	-159.835106756014
ENSG00000170989.10|S1PR1|protein_coding	salmon	415.127808290718	38.2507104331832	376.877097857534	-338.626387424351
ENSG00000171051.9|FPR1|protein_coding	yellowgreen	415.170402612977	12.2641826566928	402.906219956285	-390.642037299592
ENSG00000171587.15|DSCAM|protein_coding	midnightblue	379.47705667479	61.054160659584	318.422896015206	-257.368735355622
ENSG00000171860.5|C3AR1|protein_coding	yellow	466.575826331961	94.7718249313705	371.80400140059	-277.03217646922
ENSG00000172331.12|BPGM|protein_coding	darkolivegreen	325.713658977315	9.4026328229962	316.311026154319	-306.908393331322
ENSG00000172534.14|HCFC1|protein_coding	black	413.631556440042	88.402438912936	325.229117527105	-236.826678614169
ENSG00000172819.17|RARG|protein_coding	darkolivegreen	362.323795200585	10.2275537044343	352.096241496151	-341.868687791717
ENSG00000173068.18|BNC2|protein_coding	green	498.400118311714	94.8319717228964	403.568146588817	-308.736174865921
ENSG00000173208.4|ABCD2|protein_coding	orange	382.509938936381	106.396116895082	276.113822041299	-169.717705146217
ENSG00000173281.5|PPP1R3B|protein_coding	midnightblue	382.206739125401	61.9892133545527	320.217525770848	-258.228312416295
ENSG00000173372.17|C1QA|protein_coding	yellow	465.580743008178	95.3083699274673	370.27237308071	-274.964003153243
ENSG00000173557.15|FAM166C|protein_coding	midnightblue	412.089471496732	64.6513631066752	347.438108390057	-282.786745283382
ENSG00000174099.12|MSRB3|protein_coding	green	504.67114494176	105.819813871606	398.851331070154	-293.031517198547
ENSG00000174606.14|ANGEL2|protein_coding	skyblue3	326.887465016303	11.7884981470263	315.098966869276	-303.31046872225
ENSG00000175267.15|VWA3A|protein_coding	red	440.096471816268	93.573904268973	346.522567547295	-252.948663278322
ENSG00000175318.12|GRAMD2A|protein_coding	grey60	431.993080366329	40.5532237968295	391.439856569499	-350.88663277267
ENSG00000175793.12|SFN|protein_coding	darkmagenta	354.032364016992	13.5257164386086	340.506647578384	-326.980931139775
ENSG00000175906.5|ARL4D|protein_coding	violet	393.562316017167	10.4868017925399	383.075514224627	-372.588712432087
ENSG00000176845.13|METRNL|protein_coding	darkgrey	432.306728830466	23.8510894752103	408.455639355256	-384.604549880046
ENSG00000177494.6|ZBED2|protein_coding	violet	390.368194084671	11.601286960634	378.766907124037	-367.165620163403
ENSG00000177888.8|ZBTB41|protein_coding	skyblue3	308.70151718487	10.5654695789668	298.136047605903	-287.570578026936
ENSG00000179776.19|CDH5|protein_coding	plum1	375.531864877751	6.36104158377372	369.170823293977	-362.809781710203
ENSG00000180900.20|SCRIB|protein_coding	black	450.792004721689	81.8671665048251	368.924838216864	-287.057671712039
ENSG00000182095.14|TNRC18|protein_coding	grey60	390.347573249191	41.057329929498	349.290243319693	-308.232913390195
ENSG00000182578.14|CSF1R|protein_coding	yellow	466.316716835199	94.3537424487617	371.962974386437	-277.609231937675
ENSG00000183010.17|PYCR1|protein_coding	black	431.608920960174	83.4054545355039	348.20346642467	-264.798011889166
ENSG00000183346.9|CABCOCO1|protein_coding	red	495.634689906076	95.9148308810165	399.719859025059	-303.805028144043
ENSG00000183826.18|BTBD9|protein_coding	brown	420.184722779071	97.9462505088698	322.238472270201	-224.292221761331
ENSG00000184371.14|CSF1|protein_coding	lightyellow	438.892050118633	80.6212363815822	358.270813737051	-277.649577355468
ENSG00000185000.12|DGAT1|protein_coding	darkgrey	372.102021490257	18.8494201712464	353.252601319011	-334.403181147764
ENSG00000185359.14|HGS|protein_coding	darkgrey	382.611127419995	21.2753726035731	361.335754816422	-340.060382212849
ENSG00000185532.20|PRKG1|protein_coding	green	532.227838369096	102.87746333595	429.350375033146	-326.472911697195
ENSG00000185585.20|OLFML2A|protein_coding	plum1	344.807189181604	7.9342729790255	336.872916202579	-328.938643223553
ENSG00000185811.19|IKZF1|protein_coding	orange	415.994615767477	108.615937503635	307.378678263842	-198.762740760207
ENSG00000186407.7|CD300E|protein_coding	yellowgreen	376.471030652945	10.4338057734725	366.037224879472	-355.603419106
ENSG00000186765.12|FSCN2|protein_coding	darkorange	366.38487122595	19.6040381228622	346.780833103088	-327.176794980225
ENSG00000187116.14|LILRA5|protein_coding	yellowgreen	367.073339667832	9.77999029108186	357.293349376751	-347.513359085669
ENSG00000188306.6|LRRIQ4|protein_coding	midnightblue	410.103803621621	62.6111345004727	347.492669121148	-284.881534620675
ENSG00000188373.5|C10orf99|protein_coding	darkturquoise	428.805090929724	134.307103069366	294.497987860357	-160.190884790991
ENSG00000188517.16|COL25A1|protein_coding	midnightblue	376.44263817214	62.2230058588613	314.219632313278	-251.996626454417
ENSG00000188659.9|SAXO2|protein_coding	red	453.658591268334	94.2689534309008	359.389637837433	-265.120684406532
ENSG00000189045.15|ANKDD1B|protein_coding	blue	512.260153614311	124.850909317138	387.409244297173	-262.558334980035
