GeneName	Module	kTotal	kWithin	kOut	kDiff
ENSG00000196187.12|TMEM63A|protein_coding	brown	421.262912631288	99.1403153577077	322.12259727358	-222.982281915873
ENSG00000196911.11|KPNA5|protein_coding	cyan	360.007533935297	50.1758607988251	309.831673136472	-259.655812337647
ENSG00000197122.12|SRC|protein_coding	darkgrey	397.677398637903	19.4633580353403	378.214040602562	-358.750682567222
ENSG00000197355.11|UAP1L1|protein_coding	violet	382.890126477391	10.3999221049144	372.490204372477	-362.090282267562
ENSG00000197756.10|RPL37A|protein_coding	white	349.260876354553	35.6677992788047	313.593077075749	-277.925277796944
ENSG00000197822.11|OCLN|protein_coding	brown	453.722851057181	96.3149834015025	357.407867655679	-261.092884254176
ENSG00000197858.11|GPAA1|protein_coding	black	425.454680804619	87.3712560266102	338.083424778008	-250.712168751398
ENSG00000197879.17|MYO1C|protein_coding	darkorange	381.766257816379	18.8884814002025	362.877776416176	-343.989295015973
ENSG00000197958.13|RPL12|protein_coding	white	351.828949253218	36.2560043139323	315.572944939286	-279.316940625353
ENSG00000198755.11|RPL10A|protein_coding	white	346.468683008439	39.4095383215648	307.059144686874	-267.649606365309
ENSG00000198771.11|RCSD1|protein_coding	orange	422.967603946761	108.926066796674	314.041537150087	-205.115470353413
ENSG00000198836.11|OPA1|protein_coding	skyblue	408.154448878855	23.5365693295105	384.617879549344	-361.081310219834
ENSG00000204262.14|COL5A2|protein_coding	paleturquoise	393.808227971294	26.1322845317148	367.675943439579	-341.543658907865
ENSG00000204301.6|NOTCH4|protein_coding	plum1	337.594892879982	7.59531378906587	329.999579090916	-322.40426530185
ENSG00000204406.14|MBD5|protein_coding	cyan	386.381709748451	52.0177632763966	334.363946472055	-282.346183195658
ENSG00000204472.13|AIF1|protein_coding	yellow	467.816554827655	95.0155595424156	372.800995285239	-277.785435742824
ENSG00000204544.5|MUC21|protein_coding	lightyellow	449.666881809146	89.0871758894287	360.579705919718	-271.492530030289
ENSG00000204577.11|LILRB3|protein_coding	yellowgreen	396.14718655137	13.7573623173459	382.389824234024	-368.632461916678
ENSG00000205903.7|ZNF316|protein_coding	orangered4	349.538052255072	11.3766840223912	338.161368232681	-326.78468421029
ENSG00000213088.12|ACKR1|protein_coding	salmon	462.206934857052	37.4583923107973	424.748542546255	-387.290150235457
ENSG00000213463.5|SYNJ2BP|protein_coding	cyan	395.153000822695	53.6287313642244	341.524269458471	-287.895538094246
ENSG00000213563.7|C8orf82|protein_coding	black	423.842127571553	82.5407100057108	341.301417565842	-258.760707560131
ENSG00000216937.13|CCDC7|protein_coding	cyan	414.16771168896	54.9645480974703	359.20316359149	-304.23861549402
ENSG00000225556.1|C2CD4D|protein_coding	grey60	378.308805998475	42.147299755969	336.161506242506	-294.014206486537
ENSG00000250305.9|TRMT9B|protein_coding	cyan	427.655527472735	54.1882762785859	373.467251194149	-319.278974915563
ENSG00000251322.9|SHANK3|protein_coding	plum1	343.991781140795	7.80157254804848	336.190208592747	-328.388636044698
ENSG00000256043.4|CTSO|protein_coding	blue	535.813604315194	133.251357547	402.562246768193	-269.310889221193
ENSG00000275410.5|HNF1B|protein_coding	brown	476.192154100357	93.4247144477987	382.767439652558	-289.34272520476
