GeneName	Reg	log2FoldChange
ENSG00000157456.8|CCNB2|protein_coding	Up	0.49653599726018
ENSG00000184471.8|C1QTNF8|protein_coding	Up	0.49677469485056
ENSG00000197891.12|SLC22A12|protein_coding	Up	0.496874392153381
ENSG00000111405.9|ENDOU|protein_coding	Up	0.497141470295366
ENSG00000196431.4|CRYBA4|protein_coding	Up	0.497294356436415
ENSG00000169035.12|KLK7|protein_coding	Up	0.497678544368032
ENSG00000111404.7|RERGL|protein_coding	Up	0.49810996944596
ENSG00000130821.17|SLC6A8|protein_coding	Up	0.498170729060867
ENSG00000110987.9|BCL7A|protein_coding	Up	0.49823390897019
ENSG00000148488.17|ST8SIA6|protein_coding	Up	0.498529294732346
ENSG00000205560.13|CPT1B|protein_coding	Up	0.498587866823777
ENSG00000256229.8|ZNF486|protein_coding	Up	0.498703040236901
ENSG00000187556.7|NANOS3|protein_coding	Up	0.498781992530131
ENSG00000111058.8|ACSS3|protein_coding	Up	0.498950326398347
ENSG00000099942.13|CRKL|protein_coding	Up	0.499665176709426
ENSG00000239590.1|OR1J4|protein_coding	Up	0.499665489410766
ENSG00000100312.11|ACR|protein_coding	Up	0.499818508527397
ENSG00000124151.19|NCOA3|protein_coding	Up	0.500149733453332
ENSG00000166226.13|CCT2|protein_coding	Up	0.500731258029787
ENSG00000137310.12|TCF19|protein_coding	Up	0.501520557487955
ENSG00000027644.5|INSRR|protein_coding	Up	0.501582986345693
ENSG00000254979.5|AP000781.2|protein_coding	Up	0.501705817600371
ENSG00000241935.9|HOGA1|protein_coding	Up	0.502106910009497
ENSG00000100558.9|PLEK2|protein_coding	Up	0.502115007394069
ENSG00000013573.17|DDX11|protein_coding	Up	0.502446573817426
ENSG00000205944.11|DAZ2|protein_coding	Up	0.502466096457564
ENSG00000174792.11|ODAPH|protein_coding	Up	0.502511824656854
ENSG00000164659.15|ELAPOR2|protein_coding	Up	0.502512653277428
ENSG00000203852.3|H3C15|protein_coding	Up	0.502771900590609
ENSG00000203734.12|ECT2L|protein_coding	Up	0.503187148037604
ENSG00000179817.5|MRGPRX4|protein_coding	Up	0.503501723421163
ENSG00000169435.14|RASSF6|protein_coding	Up	0.503560160943509
ENSG00000011426.11|ANLN|protein_coding	Up	0.503756696485755
ENSG00000171345.13|KRT19|protein_coding	Up	0.50386786367039
ENSG00000022355.18|GABRA1|protein_coding	Up	0.503918991272041
ENSG00000187017.17|ESPN|protein_coding	Up	0.504199970875668
ENSG00000286070.2|AP000356.5|protein_coding	Up	0.504222560354722
ENSG00000019186.10|CYP24A1|protein_coding	Up	0.504948326141599
ENSG00000100987.15|VSX1|protein_coding	Up	0.50526620352706
ENSG00000165568.18|AKR1E2|protein_coding	Up	0.505576809493933
ENSG00000111669.15|TPI1|protein_coding	Up	0.505599523575932
ENSG00000172289.3|OR10V1|protein_coding	Up	0.505737409209753
ENSG00000119121.22|TRPM6|protein_coding	Up	0.505776296358568
ENSG00000182950.3|ODF3L1|protein_coding	Up	0.505969660943983
ENSG00000159723.5|AGRP|protein_coding	Up	0.506245383891879
ENSG00000008438.5|PGLYRP1|protein_coding	Up	0.506364200363957
ENSG00000106484.16|MEST|protein_coding	Up	0.506367906468263
ENSG00000136802.12|LRRC8A|protein_coding	Up	0.506583162302021
ENSG00000251322.9|SHANK3|protein_coding	Up	0.506619371042092
ENSG00000176402.6|GJC3|protein_coding	Up	0.506693314424218
ENSG00000238205.3|MPC1L|protein_coding	Up	0.506732641689809
ENSG00000111049.4|MYF5|protein_coding	Up	0.507353079957533
ENSG00000057704.13|TMCC3|protein_coding	Up	0.507430342146093
ENSG00000144596.13|GRIP2|protein_coding	Up	0.507446965129859
ENSG00000089558.9|KCNH4|protein_coding	Up	0.507500885847673
ENSG00000184524.6|CEND1|protein_coding	Up	0.507546187406891
ENSG00000111087.10|GLI1|protein_coding	Up	0.507963755609615
ENSG00000196209.13|SIRPB2|protein_coding	Up	0.508228570982588
ENSG00000141741.12|MIEN1|protein_coding	Up	0.508462871555598
ENSG00000121716.20|PILRB|protein_coding	Up	0.508474563123281
ENSG00000184486.10|POU3F2|protein_coding	Up	0.508789545152539
ENSG00000042832.12|TG|protein_coding	Up	0.509077121943988
ENSG00000182557.8|SPNS3|protein_coding	Up	0.509714072798747
ENSG00000170893.4|TRH|protein_coding	Up	0.50974627942994
ENSG00000183644.13|HOATZ|protein_coding	Up	0.510147706509227
ENSG00000133640.20|LRRIQ1|protein_coding	Up	0.510345433351299
ENSG00000135697.10|BCO1|protein_coding	Up	0.510630367869814
ENSG00000198848.13|CES1|protein_coding	Up	0.510968597992313
ENSG00000189233.12|NUGGC|protein_coding	Up	0.511218367397737
ENSG00000185737.13|NRG3|protein_coding	Up	0.511254746023155
ENSG00000197410.14|DCHS2|protein_coding	Up	0.511342595955949
ENSG00000068976.14|PYGM|protein_coding	Up	0.511734225770209
ENSG00000118495.20|PLAGL1|protein_coding	Up	0.51181885486964
ENSG00000215262.8|KCNU1|protein_coding	Up	0.511925637791468
ENSG00000109063.15|MYH3|protein_coding	Up	0.512030431788646
ENSG00000188766.12|SPRED3|protein_coding	Up	0.512106937910159
ENSG00000110042.8|DTX4|protein_coding	Up	0.512233501869458
ENSG00000226430.7|USP17L7|protein_coding	Up	0.512269269050157
ENSG00000107105.15|ELAVL2|protein_coding	Up	0.512498985861511
ENSG00000181458.10|TMEM45A|protein_coding	Up	0.512499790461475
ENSG00000137745.12|MMP13|protein_coding	Up	0.512688692915696
ENSG00000164185.6|ZNF474|protein_coding	Up	0.512756374793154
ENSG00000111640.15|GAPDH|protein_coding	Up	0.512934083596605
ENSG00000272196.2|H2AC19|protein_coding	Up	0.513959477964881
ENSG00000268447.6|SSX2B|protein_coding	Up	0.513981713074057
ENSG00000197837.3|H4-16|protein_coding	Up	0.513994881481698
ENSG00000197233.7|OR1J2|protein_coding	Up	0.514097113043461
ENSG00000275493.2|AL627230.1|protein_coding	Up	0.514741144105293
ENSG00000232040.4|ZBED9|protein_coding	Up	0.514851383467844
ENSG00000127423.11|AUNIP|protein_coding	Up	0.514999267568062
ENSG00000183814.15|LIN9|protein_coding	Up	0.515184150254396
ENSG00000179636.15|TPPP2|protein_coding	Up	0.515245926118604
ENSG00000251537.4|AC005324.2|protein_coding	Up	0.515404080778297
ENSG00000180016.2|OR1E1|protein_coding	Up	0.5155449893525
ENSG00000156414.19|TDRD9|protein_coding	Up	0.515751323999716
ENSG00000203805.11|PLPP4|protein_coding	Up	0.515816992465626
ENSG00000204983.14|PRSS1|protein_coding	Up	0.516266474272507
ENSG00000145287.11|PLAC8|protein_coding	Up	0.516372156219613
ENSG00000184445.12|KNTC1|protein_coding	Up	0.516439196440865
ENSG00000204618.8|RNF39|protein_coding	Up	0.516721161729219
ENSG00000203811.1|H3C14|protein_coding	Up	0.516846343596217
ENSG00000166886.13|NAB2|protein_coding	Up	0.516923331144743
ENSG00000240045.2|STRIT1|protein_coding	Up	0.517038645879503
ENSG00000158163.15|DZIP1L|protein_coding	Up	0.517504813042048
ENSG00000197888.2|UGT2B17|protein_coding	Up	0.517866166524877
ENSG00000066923.17|STAG3|protein_coding	Up	0.517948234518568
ENSG00000214402.7|LCNL1|protein_coding	Up	0.517954643803089
ENSG00000158077.5|NLRP14|protein_coding	Up	0.518053741534503
ENSG00000179002.5|TAS1R2|protein_coding	Up	0.518339321483499
ENSG00000124469.12|CEACAM8|protein_coding	Up	0.518427156029598
ENSG00000180592.17|SKIDA1|protein_coding	Up	0.518466760958655
ENSG00000173157.17|ADAMTS20|protein_coding	Up	0.518506310161819
ENSG00000158859.10|ADAMTS4|protein_coding	Up	0.51867351124891
ENSG00000015475.19|BID|protein_coding	Up	0.518877403039966
ENSG00000162992.4|NEUROD1|protein_coding	Up	0.518974447288246
ENSG00000171320.15|ESCO2|protein_coding	Up	0.519199024399011
ENSG00000134955.12|SLC37A2|protein_coding	Up	0.519284684672767
ENSG00000013297.12|CLDN11|protein_coding	Up	0.519321379382262
ENSG00000075213.11|SEMA3A|protein_coding	Up	0.519427062739366
ENSG00000139146.14|SINHCAF|protein_coding	Up	0.520092500545099
ENSG00000114948.13|ADAM23|protein_coding	Up	0.520539679682032
ENSG00000050327.15|ARHGEF5|protein_coding	Up	0.520752094051802
ENSG00000174371.17|EXO1|protein_coding	Up	0.520981347498531
ENSG00000175315.3|CST6|protein_coding	Up	0.521033142208909
ENSG00000174453.10|VWC2L|protein_coding	Up	0.521155325070482
ENSG00000164049.14|FBXW12|protein_coding	Up	0.521202908242821
ENSG00000274070.2|CASTOR2|protein_coding	Up	0.521277038122177
ENSG00000132446.7|FTHL17|protein_coding	Up	0.521314878470744
ENSG00000163923.10|RPL39L|protein_coding	Up	0.521368101947672
ENSG00000127328.22|RAB3IP|protein_coding	Up	0.52144375100623
ENSG00000150656.15|CNDP1|protein_coding	Up	0.521670782371864
ENSG00000168350.8|DEGS2|protein_coding	Up	0.521692706665461
ENSG00000137812.20|KNL1|protein_coding	Up	0.521748565269143
ENSG00000138160.7|KIF11|protein_coding	Up	0.52217496749975
ENSG00000153976.3|HS3ST3A1|protein_coding	Up	0.522191560885605
ENSG00000198807.13|PAX9|protein_coding	Up	0.522312561906478
ENSG00000148344.11|PTGES|protein_coding	Up	0.522350122380661
ENSG00000275342.5|PRAG1|protein_coding	Up	0.522369839458854
ENSG00000153266.13|FEZF2|protein_coding	Up	0.522952434731044
ENSG00000171848.16|RRM2|protein_coding	Up	0.523090430754912
ENSG00000005001.10|PRSS22|protein_coding	Up	0.523162481566667
ENSG00000278599.5|TBC1D3E|protein_coding	Up	0.523801489171788
ENSG00000222028.5|PSMB11|protein_coding	Up	0.523879138137064
ENSG00000149571.12|KIRREL3|protein_coding	Up	0.523959420654733
ENSG00000005243.10|COPZ2|protein_coding	Up	0.524134121390715
ENSG00000177144.7|NUDT4B|protein_coding	Up	0.524398713307151
ENSG00000173210.20|ABLIM3|protein_coding	Up	0.524545529013319
ENSG00000139899.11|CBLN3|protein_coding	Up	0.524681164685768
ENSG00000180433.5|OR6K6|protein_coding	Up	0.524852401033701
ENSG00000198431.16|TXNRD1|protein_coding	Up	0.525056149050276
ENSG00000127337.7|YEATS4|protein_coding	Up	0.525066212343469
ENSG00000131126.19|TEX101|protein_coding	Up	0.525252167993058
ENSG00000136944.19|LMX1B|protein_coding	Up	0.525274241392467
ENSG00000141469.18|SLC14A1|protein_coding	Up	0.525441563052222
ENSG00000131748.16|STARD3|protein_coding	Up	0.525784503896615
ENSG00000155530.3|LRGUK|protein_coding	Up	0.526440353180492
ENSG00000104381.14|GDAP1|protein_coding	Up	0.52645322422102
ENSG00000137857.17|DUOX1|protein_coding	Up	0.526589206567194
ENSG00000179104.9|TMTC2|protein_coding	Up	0.526647090939429
ENSG00000142538.2|PTH2|protein_coding	Up	0.527167485151454
ENSG00000197943.10|PLCG2|protein_coding	Up	0.527500532591375
ENSG00000061938.20|TNK2|protein_coding	Up	0.527674051832952
ENSG00000140557.12|ST8SIA2|protein_coding	Up	0.527837548878346
ENSG00000173557.15|FAM166C|protein_coding	Up	0.527881725769527
ENSG00000280165.1|PCDH20|protein_coding	Up	0.527896012822102
ENSG00000109625.19|CPZ|protein_coding	Up	0.527996043494617
ENSG00000277117.5|FP565260.3|protein_coding	Up	0.528072857318384
ENSG00000040608.14|RTN4R|protein_coding	Up	0.528412384233056
ENSG00000177459.11|ERICH5|protein_coding	Up	0.528424167733425
ENSG00000235942.3|LCE6A|protein_coding	Up	0.528539021942454
ENSG00000152492.15|CCDC50|protein_coding	Up	0.528694842303297
ENSG00000166707.12|ZCCHC18|protein_coding	Up	0.528727344106315
ENSG00000168515.3|SCGB1D1|protein_coding	Up	0.529151148399574
ENSG00000117724.13|CENPF|protein_coding	Up	0.529226585132784
ENSG00000183773.15|AIFM3|protein_coding	Up	0.529276496476038
ENSG00000188691.5|OR56A5|protein_coding	Up	0.529457313320266
ENSG00000158008.10|EXTL1|protein_coding	Up	0.529665619193241
ENSG00000170948.3|MBD3L1|protein_coding	Up	0.529697030258756
ENSG00000110881.12|ASIC1|protein_coding	Up	0.529958552487792
ENSG00000259680.5|AC136428.1|protein_coding	Up	0.530214358804127
ENSG00000237378.3|AL445989.1|protein_coding	Up	0.53030355299873
ENSG00000123485.12|HJURP|protein_coding	Up	0.530552664898768
ENSG00000166869.3|CHP2|protein_coding	Up	0.530897274676783
ENSG00000171450.6|CDK5R2|protein_coding	Up	0.531014554201958
ENSG00000196993.8|NPIPB9|protein_coding	Up	0.531430711991116
ENSG00000166920.13|C15orf48|protein_coding	Up	0.531619076404739
ENSG00000186522.15|SEPTIN10|protein_coding	Up	0.531642845466137
ENSG00000152556.17|PFKM|protein_coding	Up	0.531644845083299
ENSG00000161298.18|ZNF382|protein_coding	Up	0.531664710212769
ENSG00000108823.16|SGCA|protein_coding	Up	0.532022126016508
ENSG00000164398.15|ACSL6|protein_coding	Up	0.532034097586021
ENSG00000162981.14|LRATD1|protein_coding	Up	0.532475507989379
ENSG00000129173.13|E2F8|protein_coding	Up	0.532587360240641
ENSG00000066032.18|CTNNA2|protein_coding	Up	0.532806233713405
ENSG00000198547.10|C20orf203|protein_coding	Up	0.532914736547104
ENSG00000109205.16|ODAM|protein_coding	Up	0.532964424002591
ENSG00000175697.11|GPR156|protein_coding	Up	0.533051724600711
ENSG00000128944.13|KNSTRN|protein_coding	Up	0.533112031693455
ENSG00000138669.9|PRKG2|protein_coding	Up	0.53346121661846
ENSG00000188064.10|WNT7B|protein_coding	Up	0.533536941766502
ENSG00000096696.14|DSP|protein_coding	Up	0.533725527184009
ENSG00000128335.14|APOL2|protein_coding	Up	0.534092030530988
ENSG00000142623.11|PADI1|protein_coding	Up	0.534208853772708
ENSG00000167513.9|CDT1|protein_coding	Up	0.534278215645732
ENSG00000198719.9|DLL1|protein_coding	Up	0.534533575154433
ENSG00000197372.10|ZNF675|protein_coding	Up	0.534539229498216
ENSG00000150628.7|SPATA4|protein_coding	Up	0.534578126030601
ENSG00000197273.4|GUCA2A|protein_coding	Up	0.534686348456636
ENSG00000004478.8|FKBP4|protein_coding	Up	0.534749155735664
ENSG00000243709.1|LEFTY1|protein_coding	Up	0.53542010438548
ENSG00000241233.4|KRTAP5-8|protein_coding	Up	0.536395390590066
ENSG00000179813.7|FAM216B|protein_coding	Up	0.536397478626487
ENSG00000140263.15|SORD|protein_coding	Up	0.536594709406477
ENSG00000156471.13|PTDSS1|protein_coding	Up	0.537034816821027
ENSG00000159231.6|CBR3|protein_coding	Up	0.53712614836878
ENSG00000181195.11|PENK|protein_coding	Up	0.537211168727103
ENSG00000131711.15|MAP1B|protein_coding	Up	0.537243943104064
ENSG00000011590.14|ZBTB32|protein_coding	Up	0.537676095144672
ENSG00000150967.18|ABCB9|protein_coding	Up	0.537958142798554
ENSG00000198765.12|SYCP1|protein_coding	Up	0.538139948728141
ENSG00000070748.19|CHAT|protein_coding	Up	0.538160479071698
ENSG00000079557.5|AFM|protein_coding	Up	0.538369102004636
ENSG00000160339.16|FCN2|protein_coding	Up	0.538371559405206
ENSG00000137273.6|FOXF2|protein_coding	Up	0.538437534101876
ENSG00000110921.14|MVK|protein_coding	Up	0.538508831900605
ENSG00000181744.9|DIPK2A|protein_coding	Up	0.538703316670899
ENSG00000141837.21|CACNA1A|protein_coding	Up	0.53893626731779
ENSG00000139438.6|FAM222A|protein_coding	Up	0.539026636546075
ENSG00000163817.16|SLC6A20|protein_coding	Up	0.539266871993508
ENSG00000124232.11|RBPJL|protein_coding	Up	0.540317134453368
ENSG00000121905.10|HPCA|protein_coding	Up	0.540364016449848
ENSG00000185963.14|BICD2|protein_coding	Up	0.540457604247561
ENSG00000125861.16|GFRA4|protein_coding	Up	0.540838446339816
ENSG00000115526.11|CHST10|protein_coding	Up	0.541151896412344
ENSG00000114491.14|UMPS|protein_coding	Up	0.541343186961704
ENSG00000164935.6|DCSTAMP|protein_coding	Up	0.541726916738143
ENSG00000277224.2|H2BC7|protein_coding	Up	0.542021477941625
ENSG00000090889.12|KIF4A|protein_coding	Up	0.54211644344656
ENSG00000239713.9|APOBEC3G|protein_coding	Up	0.542136547856923
ENSG00000254413.8|CHKB-CPT1B|protein_coding	Up	0.542333079342275
ENSG00000282872.2|C1orf232|protein_coding	Up	0.542917192633231
ENSG00000143473.13|KCNH1|protein_coding	Up	0.543144229827062
ENSG00000188313.13|PLSCR1|protein_coding	Up	0.543250645424031
ENSG00000060140.9|STYK1|protein_coding	Up	0.543292710262963
ENSG00000274641.2|H2BC17|protein_coding	Up	0.543497874867156
ENSG00000122952.17|ZWINT|protein_coding	Up	0.54369206907602
ENSG00000123892.12|RAB38|protein_coding	Up	0.543946789753532
ENSG00000003137.8|CYP26B1|protein_coding	Up	0.544036059269969
ENSG00000174611.12|KY|protein_coding	Up	0.544045712875104
ENSG00000162757.4|C1orf74|protein_coding	Up	0.544094365584653
ENSG00000231256.8|CFAP97D1|protein_coding	Up	0.54425961157127
ENSG00000181333.12|HEPHL1|protein_coding	Up	0.544695609606887
ENSG00000170209.5|ANKK1|protein_coding	Up	0.544718857482905
ENSG00000099958.15|DERL3|protein_coding	Up	0.544815097529836
ENSG00000087266.17|SH3BP2|protein_coding	Up	0.54504690330285
ENSG00000284505.1|LYNX1-SLURP2|protein_coding	Up	0.545255839224657
ENSG00000105255.11|FSD1|protein_coding	Up	0.54534974798115
ENSG00000137807.16|KIF23|protein_coding	Up	0.545542275527916
ENSG00000171496.4|OR1L8|protein_coding	Up	0.545560451228976
ENSG00000204967.12|PCDHA4|protein_coding	Up	0.545580368120301
ENSG00000234289.6|H2BS1|protein_coding	Up	0.545961871293415
ENSG00000123454.12|DBH|protein_coding	Up	0.546051726096336
ENSG00000125686.12|MED1|protein_coding	Up	0.5461986768569
ENSG00000166813.16|KIF7|protein_coding	Up	0.546349789401245
ENSG00000112499.13|SLC22A2|protein_coding	Up	0.546386763499668
ENSG00000135569.4|TAAR5|protein_coding	Up	0.546463673600451
ENSG00000124593.16|AL365205.1|protein_coding	Up	0.546839450524311
ENSG00000163121.10|NEURL3|protein_coding	Up	0.54715160041566
ENSG00000135220.11|UGT2A3|protein_coding	Up	0.547282613119386
ENSG00000227877.7|MRLN|protein_coding	Up	0.547377484689858
ENSG00000163464.8|CXCR1|protein_coding	Up	0.547539465166356
ENSG00000168005.9|SPINDOC|protein_coding	Up	0.547574188935539
ENSG00000153002.12|CPB1|protein_coding	Up	0.547597478517971
ENSG00000175538.11|KCNE3|protein_coding	Up	0.547669674326015
ENSG00000076248.11|UNG|protein_coding	Up	0.547675878481723
ENSG00000125744.12|RTN2|protein_coding	Up	0.54810828335167
ENSG00000185905.4|C16orf54|protein_coding	Up	0.548286337885141
ENSG00000115539.14|PDCL3|protein_coding	Up	0.548601658912146
ENSG00000160321.15|ZNF208|protein_coding	Up	0.548617492338233
ENSG00000257341.5|AL928654.3|protein_coding	Up	0.549478442144074
ENSG00000176049.16|JAKMIP2|protein_coding	Up	0.549509223917166
ENSG00000085999.13|RAD54L|protein_coding	Up	0.549598207608742
ENSG00000204851.7|PNMA8B|protein_coding	Up	0.549690220252757
ENSG00000164900.4|GBX1|protein_coding	Up	0.549850446649127
ENSG00000167106.12|FAM102A|protein_coding	Up	0.549886731966252
ENSG00000159871.15|LYPD5|protein_coding	Up	0.549991499901493
ENSG00000124635.9|H2BC11|protein_coding	Up	0.550068018853349
ENSG00000128346.11|C22orf23|protein_coding	Up	0.550524210572499
ENSG00000109062.12|SLC9A3R1|protein_coding	Up	0.551021634299943
ENSG00000132517.15|SLC52A1|protein_coding	Up	0.551203137051835
ENSG00000130032.17|PRRG3|protein_coding	Up	0.551232935625403
ENSG00000161638.11|ITGA5|protein_coding	Up	0.551549091096729
ENSG00000167768.4|KRT1|protein_coding	Up	0.551601834613369
ENSG00000162746.14|FCRLB|protein_coding	Up	0.551686736584957
ENSG00000187806.9|TMEM202|protein_coding	Up	0.551732993342982
ENSG00000077063.11|CTTNBP2|protein_coding	Up	0.551786950037231
ENSG00000068615.19|REEP1|protein_coding	Up	0.551876955318948
ENSG00000151917.18|BEND6|protein_coding	Up	0.551877749403754
ENSG00000286038.1|SPDYE13|protein_coding	Up	0.551889465758485
ENSG00000139880.19|CDH24|protein_coding	Up	0.552220044527418
ENSG00000017483.15|SLC38A5|protein_coding	Up	0.552345976888585
ENSG00000184986.11|TMEM121|protein_coding	Up	0.55245598019938
ENSG00000162520.15|SYNC|protein_coding	Up	0.552458913435101
ENSG00000172362.3|OR5B12|protein_coding	Up	0.552897927623512
ENSG00000163501.7|IHH|protein_coding	Up	0.552944220751463
ENSG00000136826.15|KLF4|protein_coding	Up	0.553466801307669
ENSG00000174898.16|CATSPERD|protein_coding	Up	0.553585859421875
ENSG00000196408.12|NOXO1|protein_coding	Up	0.553980727549975
ENSG00000166394.15|CYB5R2|protein_coding	Up	0.554016366578672
ENSG00000204612.1|FOXB2|protein_coding	Up	0.554079381429907
ENSG00000274808.5|TBC1D3B|protein_coding	Up	0.554444938536419
ENSG00000245848.3|CEBPA|protein_coding	Up	0.554624909816149
ENSG00000100297.16|MCM5|protein_coding	Up	0.554658169923527
ENSG00000172139.15|SLC9C1|protein_coding	Up	0.554741180290282
ENSG00000274322.1|AL136531.2|protein_coding	Up	0.554802997102855
ENSG00000118702.9|GHRH|protein_coding	Up	0.554882624797817
ENSG00000177468.7|OLIG3|protein_coding	Up	0.555217345652831
ENSG00000183054.11|RGPD6|protein_coding	Up	0.555342993292105
ENSG00000099901.17|RANBP1|protein_coding	Up	0.556099804018609
ENSG00000053328.8|METTL24|protein_coding	Up	0.556433487184735
ENSG00000149599.15|DUSP15|protein_coding	Up	0.556948467883075
ENSG00000197852.12|INKA2|protein_coding	Up	0.557252685014955
ENSG00000091010.6|POU4F3|protein_coding	Up	0.557307683430562
ENSG00000182631.7|RXFP3|protein_coding	Up	0.557312877035835
ENSG00000187583.11|PLEKHN1|protein_coding	Up	0.557346232683003
ENSG00000088881.21|EBF4|protein_coding	Up	0.557563510376772
ENSG00000204962.6|PCDHA8|protein_coding	Up	0.557822730701758
ENSG00000182541.18|LIMK2|protein_coding	Up	0.558033786966955
ENSG00000072832.15|CRMP1|protein_coding	Up	0.558076006168499
ENSG00000166173.11|LARP6|protein_coding	Up	0.558137950805375
ENSG00000258436.1|RNASE12|protein_coding	Up	0.558429747466964
ENSG00000137331.12|IER3|protein_coding	Up	0.558453398088258
ENSG00000184313.20|MROH7|protein_coding	Up	0.55866519143711
ENSG00000184232.9|OAF|protein_coding	Up	0.558720854086929
ENSG00000237521.3|OR7E24|protein_coding	Up	0.558767951541908
ENSG00000106366.9|SERPINE1|protein_coding	Up	0.559422347048237
ENSG00000183765.23|CHEK2|protein_coding	Up	0.559439516290055
ENSG00000106128.19|GHRHR|protein_coding	Up	0.559574848847881
ENSG00000139547.7|RDH16|protein_coding	Up	0.559937174491797
ENSG00000143590.14|EFNA3|protein_coding	Up	0.560046738194163
ENSG00000070808.16|CAMK2A|protein_coding	Up	0.560273847734225
ENSG00000230549.3|USP17L1|protein_coding	Up	0.560324479777002
ENSG00000122574.11|WIPF3|protein_coding	Up	0.560850045364594
ENSG00000166220.12|TBATA|protein_coding	Up	0.560945193659276
ENSG00000101425.14|BPI|protein_coding	Up	0.56101190621532
ENSG00000167702.13|KIFC2|protein_coding	Up	0.561150352556343
ENSG00000128394.17|APOBEC3F|protein_coding	Up	0.561344286063388
ENSG00000219435.6|CATSPERZ|protein_coding	Up	0.561447794251991
ENSG00000106665.16|CLIP2|protein_coding	Up	0.561457244801007
ENSG00000110675.13|ELMOD1|protein_coding	Up	0.562158652250031
ENSG00000268480.3|NFILZ|protein_coding	Up	0.562270373053561
ENSG00000273590.4|SMIM11B|protein_coding	Up	0.562359733970453
ENSG00000183496.6|MEX3B|protein_coding	Up	0.562376006450071
ENSG00000106006.6|HOXA6|protein_coding	Up	0.562390291776924
ENSG00000158683.9|PKD1L1|protein_coding	Up	0.562629869561222
ENSG00000100036.13|SLC35E4|protein_coding	Up	0.562806116922931
ENSG00000141682.12|PMAIP1|protein_coding	Up	0.563057812014155
ENSG00000178053.20|MLF1|protein_coding	Up	0.563130380317833
ENSG00000105613.10|MAST1|protein_coding	Up	0.563415814809205
ENSG00000148513.18|ANKRD30A|protein_coding	Up	0.563445643770516
ENSG00000172940.13|SLC22A13|protein_coding	Up	0.563542208133107
ENSG00000164520.11|RAET1E|protein_coding	Up	0.564349601111265
ENSG00000104369.5|JPH1|protein_coding	Up	0.564484419230256
ENSG00000126467.11|TSKS|protein_coding	Up	0.564634814539306
ENSG00000106631.8|MYL7|protein_coding	Up	0.564950450512232
ENSG00000225781.1|OR6V1|protein_coding	Up	0.56495291429289
ENSG00000160200.18|CBS|protein_coding	Up	0.565213500729588
ENSG00000112530.11|PACRG|protein_coding	Up	0.565711046480683
ENSG00000165376.11|CLDN2|protein_coding	Up	0.567280222799681
ENSG00000128652.11|HOXD3|protein_coding	Up	0.567469115458954
ENSG00000054967.13|RELT|protein_coding	Up	0.567517032841511
ENSG00000206072.13|SERPINB11|protein_coding	Up	0.567538159741787
ENSG00000270379.6|HEATR9|protein_coding	Up	0.567647554756377
ENSG00000118491.10|ZC2HC1B|protein_coding	Up	0.567664669487813
ENSG00000109107.14|ALDOC|protein_coding	Up	0.568107389498537
ENSG00000143126.8|CELSR2|protein_coding	Up	0.568523513713377
ENSG00000236980.10|C3orf84|protein_coding	Up	0.569142114086819
ENSG00000157542.11|KCNJ6|protein_coding	Up	0.569295024838927
ENSG00000180532.10|ZSCAN4|protein_coding	Up	0.569746656929559
ENSG00000269067.2|ZNF728|protein_coding	Up	0.570210536168187
ENSG00000218823.2|PAPOLB|protein_coding	Up	0.570486539778509
ENSG00000131153.9|GINS2|protein_coding	Up	0.570870241036504
ENSG00000008197.5|TFAP2D|protein_coding	Up	0.570885005157421
ENSG00000182170.3|MRGPRG|protein_coding	Up	0.571306482065407
ENSG00000186710.11|CFAP73|protein_coding	Up	0.57143924015994
ENSG00000167553.16|TUBA1C|protein_coding	Up	0.571471492467903
ENSG00000154358.22|OBSCN|protein_coding	Up	0.57186568293886
ENSG00000212899.3|KRTAP3-3|protein_coding	Up	0.571888459787791
ENSG00000179304.17|FAM156B|protein_coding	Up	0.572050086917615
ENSG00000163673.7|DCLK3|protein_coding	Up	0.572177627250372
ENSG00000127080.10|IPPK|protein_coding	Up	0.572297335266595
ENSG00000147465.12|STAR|protein_coding	Up	0.57238904471227
ENSG00000162892.16|IL24|protein_coding	Up	0.57242077018726
ENSG00000163864.17|NMNAT3|protein_coding	Up	0.572507811994317
ENSG00000204822.7|MRPL53|protein_coding	Up	0.572516335288036
ENSG00000180210.15|F2|protein_coding	Up	0.572748623090301
ENSG00000174236.4|REP15|protein_coding	Up	0.57299939869461
ENSG00000288593.1|AP001054.1|protein_coding	Up	0.573032339956476
ENSG00000198610.11|AKR1C4|protein_coding	Up	0.573187467859583
ENSG00000268163.1|AC004076.1|protein_coding	Up	0.573243980738406
ENSG00000155269.12|GPR78|protein_coding	Up	0.573489712304747
ENSG00000173801.17|JUP|protein_coding	Up	0.573529696984162
ENSG00000276903.2|H2AC16|protein_coding	Up	0.573674496773058
ENSG00000183908.7|LRRC55|protein_coding	Up	0.573796454317987
ENSG00000142609.18|CFAP74|protein_coding	Up	0.574047712746397
ENSG00000118520.15|ARG1|protein_coding	Up	0.574274838988022
ENSG00000135414.10|GDF11|protein_coding	Up	0.574511381266315
ENSG00000170289.12|CNGB3|protein_coding	Up	0.574536309165706
ENSG00000113722.17|CDX1|protein_coding	Up	0.574737529021673
ENSG00000197364.7|S100A7L2|protein_coding	Up	0.574855207643661
ENSG00000159556.10|ISL2|protein_coding	Up	0.57486530188778
